,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
772,22,1,2,1,8,0,0,1
773,22,1,2,1,8,0,0,1
774,21,1,3,0,7,0,0,1
775,21,0,1,0,6,0,0,0
776,21,1,5,1,6,0,0,0
777,22,1,2,1,6,0,0,1
778,22,1,5,0,8,0,0,1
779,21,1,5,1,7,0,1,1
780,21,0,4,1,7,0,0,0
781,22,1,5,0,7,1,0,0
782,21,0,3,2,8,0,0,1
783,22,1,4,0,8,1,0,1
784,21,1,2,1,8,0,0,1
785,22,1,6,0,6,1,1,0
786,21,1,3,0,6,0,0,0
787,21,0,1,1,8,1,1,1
788,22,0,3,1,8,0,0,1
789,22,1,4,1,8,1,0,1
790,22,1,6,0,8,1,0,1
791,22,1,6,0,6,0,0,0
792,22,1,2,1,8,0,0,1
793,22,1,1,1,8,0,0,1
794,22,1,2,2,8,0,1,1
795,22,0,5,0,8,0,0,1
796,22,1,3,1,7,1,0,1
797,22,0,2,0,8,1,0,1
798,22,1,5,0,7,0,0,0
799,21,1,1,0,8,0,1,1
800,22,0,3,0,7,0,0,1
801,21,1,2,1,7,0,0,1
802,22,1,6,1,6,0,0,0
803,21,0,3,0,6,0,0,1
804,22,1,2,1,8,0,0,1
805,21,1,4,0,8,1,0,1
806,22,1,6,0,6,0,0,0
807,22,1,2,1,6,0,0,1
808,22,1,2,1,7,0,0,1
809,21,1,6,0,6,0,0,0
810,22,1,2,1,8,0,0,1
811,21,1,6,1,8,0,0,1
812,21,1,1,1,6,1,1,0
813,22,0,4,1,8,0,0,1
814,22,1,3,0,8,0,0,1
815,21,1,6,0,6,0,0,0
816,22,1,1,1,6,0,0,0
817,21,1,4,0,8,1,0,1
818,21,0,5,0,7,0,0,0
819,22,1,2,0,6,0,0,1
820,22,0,3,1,7,1,0,1
821,21,1,1,1,8,1,0,1
822,21,1,2,2,8,0,0,1
823,22,1,6,0,7,0,1,0
824,21,1,1,0,7,0,0,0
825,21,1,6,0,8,1,0,1
826,21,1,4,0,7,1,0,0
827,21,0,3,0,7,0,0,1
828,21,1,1,2,6,0,0,1
829,21,0,3,0,8,0,0,1
830,21,1,1,0,7,0,0,1
831,21,1,3,1,8,0,0,1
832,22,1,1,3,7,0,0,0
833,21,1,4,0,6,1,0,0
834,21,1,4,0,6,1,0,0
835,21,0,4,1,8,1,0,1
836,22,1,5,0,8,1,0,1
837,21,1,3,0,6,0,0,1
838,22,0,3,0,6,0,0,1
839,22,1,2,1,6,0,0,0
840,21,1,3,0,6,0,0,1
841,22,1,2,1,7,0,0,1
842,22,1,4,1,8,1,0,1
843,22,1,5,0,7,1,0,0
844,22,1,1,1,6,1,1,0
845,21,1,2,0,7,0,0,1
846,22,1,5,1,6,0,0,0
847,21,1,1,0,6,0,0,0
848,22,1,3,0,8,0,1,1
849,22,1,1,2,8,0,0,1
850,22,1,4,1,7,1,0,0
851,22,0,3,0,6,0,0,0
852,21,1,5,0,7,0,0,1
853,22,1,1,0,7,0,0,0
854,22,1,2,1,7,0,0,1
855,21,1,2,1,8,0,0,1
856,21,1,2,2,7,0,0,1
857,22,1,3,2,6,0,0,1
858,21,1,3,1,6,0,0,1
859,22,1,6,0,8,0,1,1
860,22,1,4,1,7,1,0,0
861,21,1,2,1,8,0,0,1
862,21,1,4,0,8,1,0,1
863,21,1,5,2,7,1,1,1
864,21,0,2,0,6,1,0,1
865,22,1,4,1,6,0,0,0
866,22,1,6,0,6,1,0,0
867,21,1,1,2,7,0,0,1
868,22,0,3,0,8,0,0,1
869,22,1,1,0,6,0,0,0
870,22,0,3,1,6,0,0,1
871,22,1,4,1,7,1,0,0
872,22,1,4,1,6,1,0,0
873,22,1,3,0,8,0,0,1
874,22,1,3,0,8,0,0,1
875,21,1,5,1,6,1,1,0
876,22,1,2,1,7,0,0,1
877,21,1,2,0,8,0,1,1
878,21,1,3,2,6,0,0,1
879,21,1,1,1,8,1,1,1
880,22,1,3,0,8,0,0,1
881,22,0,3,0,8,0,0,1
882,22,1,2,0,6,0,1,1
883,22,1,3,1,8,0,0,1
884,21,1,2,0,6,0,1,0
885,21,1,5,0,6,0,0,0
886,22,1,3,1,8,0,1,1
887,22,1,4,0,6,1,0,0
888,21,1,3,1,8,0,0,1
889,22,1,5,1,7,0,0,0
890,22,1,1,0,8,0,0,1
891,21,1,3,0,8,0,0,1
892,21,0,2,1,7,1,0,1
893,22,1,3,0,6,0,0,1
894,22,1,3,0,7,0,0,1
895,22,1,6,0,6,1,1,0
896,22,1,3,1,7,0,0,0
897,21,1,5,1,8,0,0,1
898,21,0,3,2,7,0,0,1
899,22,1,3,3,8,0,0,1
900,22,1,4,0,7,1,1,0
901,21,0,3,1,6,1,0,0
902,22,1,4,1,7,1,1,0
903,21,1,3,1,6,0,0,0
904,21,1,4,0,8,1,0,1
905,22,1,5,0,8,0,1,1
906,21,1,3,1,8,0,0,1
907,21,1,2,0,6,0,0,0
908,22,1,3,0,7,0,0,0
909,21,1,4,0,8,1,0,1
910,21,1,3,0,7,0,0,0
911,21,1,5,0,6,0,0,0
912,21,1,1,1,7,1,1,0
913,21,1,6,2,7,0,0,0
914,22,0,6,1,8,0,0,1
915,22,1,3,0,6,0,0,1
916,22,0,3,1,6,0,0,1
917,22,1,6,0,7,1,0,0
918,21,1,2,0,8,0,1,1
919,22,1,3,2,6,0,0,1
920,21,1,6,0,6,0,0,0
921,21,1,6,0,8,0,0,1
922,21,1,2,0,7,0,0,1
923,21,1,6,1,7,0,0,0
924,21,1,6,1,6,0,0,0
925,21,1,3,2,8,0,1,1
926,21,0,4,1,6,1,0,0
927,22,1,3,2,8,0,0,1
928,21,0,6,1,8,0,1,1
929,22,1,3,0,6,0,0,1
930,22,1,1,0,7,0,0,0
931,21,1,2,1,8,0,0,1
932,22,1,3,2,7,1,0,1
933,22,1,2,1,7,0,0,1
934,22,1,3,1,7,0,1,1
935,22,1,2,1,7,0,0,1
936,22,1,4,1,7,1,1,0
937,22,0,2,1,7,1,0,0
938,22,1,4,0,7,1,0,0
939,22,1,6,0,8,0,0,1
940,22,1,3,2,7,0,1,1
941,22,1,4,0,7,1,0,0
942,22,1,2,0,6,0,0,1
943,22,1,1,0,8,0,0,1
944,22,1,2,1,8,0,0,1
945,22,1,2,1,6,0,0,1
946,22,1,2,2,7,0,0,1
947,21,1,2,1,8,0,0,1
948,21,1,3,0,7,0,1,1
949,22,1,2,0,7,0,0,1
950,22,0,3,0,8,0,0,1
951,22,1,3,0,7,0,0,1
952,22,1,2,0,8,0,0,1
953,21,1,6,1,8,0,0,1
954,21,1,4,0,7,1,0,0
955,21,1,3,1,6,0,0,1
956,21,1,3,1,8,0,0,1
957,21,1,4,0,7,1,0,0
958,22,1,2,1,7,0,0,1
959,21,1,2,1,7,0,0,1
960,22,1,4,1,8,1,0,1
961,22,1,3,1,8,1,0,1
962,21,1,3,0,6,0,1,1
963,21,1,3,0,7,0,1,1
964,22,1,3,2,8,0,0,1
965,22,1,5,0,8,1,1,1
966,22,1,4,0,7,1,0,0
967,22,0,1,1,6,0,0,0
968,21,1,4,0,8,1,0,1
969,21,1,5,0,7,0,0,0
970,22,1,1,1,6,0,0,0
971,21,1,6,0,8,0,0,1
972,21,1,6,0,8,1,0,1
973,22,1,2,1,7,0,0,1
974,21,1,4,1,6,1,0,0
975,21,1,3,0,6,0,1,1
976,22,0,2,0,8,1,0,1
977,21,0,2,0,7,1,0,0
978,22,1,6,0,8,0,0,1
979,22,1,2,1,8,0,1,1
980,22,1,6,0,6,0,1,0
981,22,1,4,0,7,1,0,0
982,21,1,1,1,7,0,1,1
983,22,1,3,0,8,0,0,1
984,22,1,2,0,6,0,0,1
985,22,1,3,1,8,0,0,1
986,21,1,1,1,7,0,0,0
987,22,0,2,1,8,1,0,1
988,22,0,2,2,7,1,0,1
989,22,1,5,0,6,0,0,0
990,22,1,4,0,6,1,0,0
991,22,1,2,2,7,0,0,1
992,22,1,4,0,7,1,0,0
993,22,1,2,1,7,0,0,1
994,21,1,3,1,6,1,1,1
995,21,1,3,1,6,0,1,1
996,22,0,3,1,7,0,0,1
997,21,1,3,2,8,0,1,1
998,21,1,6,0,6,0,0,0
999,21,1,3,0,6,0,0,1
1000,22,1,3,2,8,0,0,1
1001,22,1,3,1,8,0,0,1
1002,21,0,2,1,8,1,1,1
1003,22,1,2,1,7,0,0,1
1004,22,1,5,2,6,0,0,1
1005,21,1,6,1,7,0,0,0
1006,21,1,3,2,7,0,1,1
1007,22,1,3,2,7,0,1,1
1008,21,1,1,1,6,1,1,0
1009,21,1,4,1,8,1,1,1
1010,22,1,3,1,8,1,0,1
1011,22,1,3,2,6,0,1,1
1012,21,1,2,1,6,0,1,0
1013,22,1,3,2,7,0,0,1
1014,22,1,3,1,8,0,0,1
1015,21,1,3,2,7,0,1,1
1016,21,1,5,2,8,0,0,1
1017,22,1,6,2,8,1,1,1
1018,22,1,3,2,6,0,0,1
1019,22,1,3,2,6,0,0,1
1020,21,0,6,2,7,0,0,0
1021,22,1,5,1,7,0,1,0
1022,22,1,6,2,7,0,0,0
1023,21,1,3,2,8,0,0,1
1024,21,1,6,1,6,0,0,0
1025,22,0,2,2,6,1,0,1
1026,21,0,1,1,7,0,0,1
1027,22,0,3,1,7,0,1,1
1028,21,1,4,2,6,1,0,1
1029,22,1,4,2,6,1,0,1
1030,21,1,3,2,7,0,0,1
1031,22,1,2,2,7,0,0,1
1032,21,1,5,1,6,0,0,0
1033,21,0,2,1,6,0,0,1
1034,22,1,6,2,6,1,0,1
1035,22,1,2,1,7,0,0,1
1036,21,1,3,1,8,0,0,1
1037,21,1,2,2,7,0,0,1
1038,22,0,4,1,6,1,0,0
1039,22,0,3,1,8,0,0,1
1040,22,1,4,1,6,1,0,0
1041,21,1,2,1,8,0,1,1
1042,21,1,2,2,8,0,1,1
1043,22,1,3,2,8,0,0,1
1044,22,1,4,1,7,1,0,0
1045,22,1,2,2,7,0,0,0
1046,21,1,2,2,8,0,0,1
1047,22,1,4,1,7,1,0,0
1048,21,1,2,2,7,0,0,1
1049,22,1,6,1,6,0,0,0
1050,22,1,6,2,8,0,1,1
1051,21,1,5,2,7,0,0,1
1052,21,0,2,1,6,1,1,0
1053,22,1,2,1,6,0,1,0
1054,22,1,5,2,7,0,0,0
1055,22,0,1,1,7,1,1,0
1056,22,1,6,1,7,0,0,0
1057,21,1,1,2,6,0,0,1
1058,21,0,5,2,8,0,0,1
1059,22,1,2,2,8,0,0,1
1060,22,0,1,2,6,0,0,1
1061,22,1,2,1,7,0,0,0
1062,21,0,1,1,8,1,1,1
1063,22,1,1,1,7,0,0,0
1064,21,1,4,2,8,1,1,1
1065,21,1,1,1,8,0,0,1
1066,22,0,5,2,7,0,0,0
1067,21,1,6,2,7,0,0,0
1068,22,1,3,1,7,0,0,0
1069,22,0,5,2,6,0,0,1
1070,22,1,1,2,6,0,0,1
1071,22,1,2,1,6,0,0,0
1072,21,1,2,1,8,0,0,1
1073,22,1,1,2,6,0,0,1
1074,21,1,3,1,7,0,0,0
1075,21,1,3,2,7,0,1,0
1076,21,0,2,2,7,1,1,0
1077,21,1,2,2,8,0,0,1
1078,22,1,3,1,7,0,0,0
1079,21,1,6,2,7,0,0,0
1080,21,0,2,2,8,1,0,1
1081,22,1,4,1,6,1,0,0
1082,22,1,4,1,7,1,0,0
1083,22,1,3,1,6,0,0,0
1084,21,1,5,1,6,0,0,0
1085,21,1,4,1,6,1,0,0
1086,22,1,5,1,6,0,0,0
1087,22,1,4,2,8,1,0,1
1088,22,1,3,1,7,0,0,0
1089,22,1,6,1,6,0,0,0
1090,21,1,3,1,7,0,1,0
1091,21,0,2,2,8,1,0,1
1092,22,1,1,2,7,0,0,0
1093,22,1,1,2,7,0,1,0
1094,22,1,4,1,8,1,0,1
1095,22,1,2,1,6,0,0,0
1096,22,1,1,1,7,0,1,0
1097,22,1,1,1,8,0,1,1
1098,21,0,5,1,8,0,1,1
1099,22,0,2,1,7,1,0,0
1100,22,0,3,1,9,1,0,1
1101,21,1,4,2,8,1,0,1
1102,21,1,1,2,7,1,1,1
1103,22,1,6,2,7,1,0,0
1104,21,1,3,2,9,0,0,1
1105,21,1,6,2,7,0,1,0
1106,22,1,3,1,9,0,0,1
1107,22,1,2,1,7,0,1,0
1108,21,0,2,2,7,1,0,1
1109,21,1,3,1,9,0,0,1
1110,21,1,2,1,8,0,0,1
1111,22,1,4,1,9,1,0,1
1112,21,1,2,2,9,0,0,1
1113,21,0,1,2,9,0,0,1
1114,21,1,1,1,8,0,0,1
1115,22,1,2,1,9,0,0,1
1116,21,1,5,1,8,0,1,1
1117,21,1,1,2,8,0,0,1
1118,22,1,3,2,8,0,0,1
1119,21,1,4,2,9,1,0,1
1120,21,1,5,2,7,1,1,1
1121,21,1,4,1,9,1,1,1
1122,22,0,5,2,8,0,0,1
1123,21,1,6,2,9,0,0,1
1124,22,1,4,1,9,1,0,1
1125,21,0,3,2,9,0,0,1
1126,22,0,1,1,8,1,1,1
1127,22,1,1,1,8,0,0,1
1128,22,1,1,2,9,0,0,1
1129,21,1,3,1,8,0,0,1
1130,22,0,6,1,8,0,0,1
1131,21,0,6,1,7,1,0,0
1132,21,0,5,1,9,0,0,1
1133,22,1,2,1,9,0,0,1
1134,22,0,3,2,8,0,0,1
1135,22,1,6,2,9,0,1,1
1136,21,1,4,1,7,1,0,0
1137,22,1,3,2,7,0,0,0
1138,22,1,6,2,8,0,0,1
1139,22,1,2,2,7,0,1,0
1140,21,1,3,1,9,1,0,1
1141,22,1,2,1,8,0,0,1
1142,22,1,6,1,7,0,0,0
1143,21,0,2,2,8,1,0,1
1144,21,1,6,2,7,1,0,1
1145,22,1,1,2,8,0,0,1
1146,22,1,4,1,7,1,0,0
1147,21,1,5,1,7,1,0,1
1148,22,1,5,2,8,0,0,1
1149,22,1,5,1,8,0,1,1
1150,21,0,2,1,8,1,0,1
1151,21,1,4,1,7,1,0,0
1152,21,1,3,1,9,1,0,1
1153,22,1,5,0,9,0,0,1
1154,21,0,3,0,9,0,0,1
1155,21,1,1,0,8,0,0,1
1156,21,0,2,1,9,1,0,1
1157,22,1,3,1,7,0,0,0
1158,21,1,4,1,8,1,1,1
1159,21,1,4,0,9,1,1,1
1160,22,1,3,0,7,0,0,0
1161,21,1,3,0,8,0,0,1
1162,22,1,6,0,8,0,0,1
1163,21,1,4,0,8,1,0,1
1164,22,0,2,0,9,1,1,1
1165,22,0,3,1,8,1,0,1
1166,21,1,4,0,7,1,0,0
1167,21,1,5,0,7,0,0,0
1168,22,1,4,0,9,1,0,1
1169,22,1,3,1,7,0,0,0
1170,22,1,4,2,9,1,0,1
1171,21,1,5,0,8,1,0,1
1172,21,1,3,1,8,0,0,1
1173,22,1,3,1,9,0,0,1
1174,22,0,2,0,9,1,0,1
1175,21,1,6,1,9,0,0,1
1176,22,0,3,2,8,0,0,1
1177,21,1,3,1,9,0,0,1
1178,22,1,6,0,9,0,1,1
1179,21,1,5,0,8,0,0,1
1180,22,1,2,1,9,0,0,1
1181,22,1,5,0,8,0,0,1
1182,21,1,1,1,8,0,0,1
1183,21,1,5,0,8,0,0,1
1184,21,1,6,0,9,0,1,1
1185,21,1,2,1,9,0,0,1
1186,21,1,6,0,9,0,0,1
1187,21,0,3,1,8,0,0,1
1188,21,1,6,1,7,0,0,0
1189,21,1,2,1,9,0,0,1
1190,22,1,1,0,9,0,0,1
1191,22,1,1,1,7,1,1,0
1192,21,0,5,1,8,0,0,1
1193,21,1,3,1,8,1,0,1
1194,22,1,3,1,8,0,0,1
1195,22,0,5,1,7,0,1,0
1196,21,1,2,1,7,0,0,0
1197,22,1,2,1,9,0,0,1
1198,21,1,2,2,9,0,0,1
1199,22,0,2,0,9,1,1,1
1200,21,1,3,0,7,0,0,1
1201,22,1,4,0,8,1,0,1
1202,22,1,2,2,8,0,0,1
1203,21,1,1,0,8,0,0,1
1204,21,1,4,1,9,1,0,1
1205,22,0,3,1,9,0,0,1
1206,21,1,4,0,9,1,0,1
1207,21,1,6,0,9,0,0,1
1208,21,1,6,0,7,0,0,0
1209,21,1,3,0,9,0,0,1
1210,21,1,3,0,9,0,0,1
1211,21,1,4,1,7,1,0,0
1212,21,1,1,1,8,1,1,1
1213,21,1,4,1,9,1,0,1
1214,22,1,2,1,8,1,0,1
1215,22,1,2,1,8,0,1,1
1216,22,1,3,1,9,0,0,1
1217,22,1,1,0,7,0,0,0
1218,21,0,1,1,7,0,0,1
1219,21,1,1,1,8,1,1,1
1220,22,1,4,0,9,1,0,1
1221,22,1,2,1,9,0,0,1
1222,22,1,4,0,7,1,0,0
1223,21,1,3,0,7,0,0,1
1224,22,1,4,1,9,1,0,1
1225,22,1,5,0,9,0,0,1
1226,21,1,2,2,9,0,1,1
1227,22,1,2,3,9,0,0,1
1228,22,1,4,0,9,1,1,1
1229,21,1,3,2,9,0,0,1
1230,21,1,4,1,7,1,0,0
1231,21,1,5,1,7,0,0,1
1232,22,1,3,0,9,0,0,1
1233,22,0,4,1,7,1,0,0
1234,22,1,6,0,7,0,0,0
1235,21,0,1,1,8,0,0,1
1236,22,0,3,0,9,0,0,1
1237,22,1,4,0,9,1,0,1
1238,22,1,4,0,8,1,0,1
1239,21,1,2,0,9,0,0,1
1240,21,1,3,1,7,1,0,0
1241,21,1,5,2,8,0,1,1
1242,21,1,2,1,9,0,0,1
1243,22,1,5,1,9,0,0,1
1244,22,1,3,0,7,0,0,1
1245,22,0,3,1,9,1,0,1
1246,21,1,4,1,8,1,0,1
1247,22,0,2,0,8,1,0,1
1248,21,1,6,0,7,0,0,0
1249,21,1,2,0,7,0,1,0
1250,22,1,3,0,7,0,1,0
1251,21,1,2,0,9,0,0,1
1252,21,1,4,0,9,1,1,1
1253,22,1,4,2,9,0,0,1
1254,21,1,6,2,8,0,0,1
1255,21,1,5,0,8,0,0,1
1256,21,0,5,1,8,1,1,1
1257,22,1,1,1,7,0,0,0
1258,22,0,1,1,8,1,1,1
1259,21,1,2,1,8,0,0,1
1260,22,1,2,0,7,0,1,0
1261,22,1,2,0,9,0,0,1
1262,21,1,5,0,8,0,0,1
1263,21,0,5,1,8,0,0,1
1264,21,1,1,1,7,0,0,0
1265,22,0,4,1,7,1,0,0
1266,22,0,2,1,7,1,0,0
1267,21,0,4,1,8,1,0,1
1268,21,1,1,0,8,0,0,1
1269,21,0,1,1,9,0,0,1
1270,21,1,1,0,9,0,0,1
1271,22,1,2,1,8,0,0,1
1272,22,1,3,0,7,0,0,0
1273,21,1,4,0,9,1,0,1
1274,22,1,4,0,8,1,0,1
1275,21,1,3,0,8,0,0,1
1276,22,1,4,0,7,1,0,0
1277,22,1,3,1,8,0,0,1
1278,22,1,3,0,8,0,0,1
1279,21,0,3,0,8,0,0,1
1280,21,1,4,0,7,0,0,0
1281,21,1,1,0,8,0,0,1
1282,22,1,2,0,9,0,0,1
1283,22,1,6,1,7,0,0,0
1284,22,1,4,2,7,1,0,0
1285,21,1,2,1,9,0,0,1
1286,21,1,3,0,9,0,0,1
1287,22,1,6,0,7,0,1,0
1288,21,1,3,1,8,0,0,1
1289,21,1,1,0,8,0,0,1
1290,21,1,5,0,9,0,0,1
1291,21,1,1,0,8,0,0,1
1292,22,1,3,1,9,1,0,1
1293,22,1,4,0,9,1,0,1
1294,22,1,2,0,7,0,0,0
1295,21,1,3,1,8,1,1,1
1296,21,1,3,0,7,0,0,0
1297,21,1,5,0,7,0,0,0
1298,22,1,2,1,8,0,0,1
1299,21,1,1,0,9,0,0,1
1300,25,1,3,0,7,0,0,1
1301,26,1,5,0,7,1,0,0
1302,24,1,3,1,6,0,1,1
1303,25,1,1,0,6,0,0,1
1304,26,0,2,0,7,1,0,0
1305,26,1,2,1,7,0,0,1
1306,26,1,2,1,6,0,0,1
1307,26,1,3,2,7,0,0,1
1308,24,0,2,1,7,0,0,0
1309,26,0,6,1,6,0,1,1
1310,26,1,2,0,6,0,1,1
1311,26,1,2,1,7,0,0,0
1312,26,1,3,1,7,0,0,0
1313,26,1,4,0,7,0,1,0
1314,26,1,5,0,6,0,0,1
1315,25,1,3,1,7,0,0,0
1316,26,1,4,0,6,1,0,1
1317,24,1,1,1,7,0,1,0
1318,26,1,1,0,6,0,0,1
1319,26,1,2,0,6,0,0,1
1320,24,0,2,0,6,1,1,1
1321,24,1,2,0,6,0,1,1
1322,24,1,5,1,7,0,0,1
1323,25,1,4,0,7,1,0,0
1324,25,1,2,0,6,0,0,1
1325,25,1,2,0,7,0,0,0
1326,26,1,4,1,6,0,0,1
1327,26,1,2,1,7,0,0,0
1328,26,1,2,0,6,0,1,1
1329,26,1,1,1,7,1,1,0
1330,25,0,2,0,7,1,0,0
1331,25,1,2,2,6,0,0,1
1332,25,1,4,0,7,1,0,0
1333,26,1,6,0,7,0,0,0
1334,25,0,2,1,7,1,0,1
1335,26,1,3,1,6,0,0,1
1336,26,0,2,0,7,1,0,1
1337,26,0,3,0,7,0,0,1
1338,26,1,2,1,6,0,0,1
1339,26,0,3,0,7,0,0,0
1340,24,1,3,1,7,0,0,0
1341,24,1,6,0,6,0,0,1
1342,25,1,1,1,6,0,0,1
1343,26,1,4,0,7,1,0,0
1344,26,1,4,1,6,1,1,1
1345,25,1,2,1,7,0,0,1
1346,26,1,2,1,7,0,0,1
1347,25,1,2,2,7,0,1,1
1348,25,1,2,2,7,0,1,1
1349,24,1,2,0,6,0,0,1
1350,26,1,5,0,6,0,0,1
1351,24,1,3,0,7,0,0,1
1352,26,1,2,1,7,0,0,1
1353,26,1,4,1,7,1,1,0
1354,24,1,2,1,7,0,0,1
1355,26,0,3,0,6,0,0,1
1356,25,0,2,0,6,1,1,1
1357,25,1,4,1,6,1,0,1
1358,26,1,2,1,6,0,0,1
1359,25,0,1,0,6,0,0,1
1360,22,1,6,1,6,0,0,0
1361,21,0,5,0,6,0,0,0
1362,22,1,2,1,7,0,0,0
1363,21,1,4,0,6,1,0,0
1364,21,0,3,0,7,0,0,0
1365,22,1,2,1,7,0,0,0
1366,21,0,3,1,7,0,1,0
1367,22,1,5,0,6,0,0,0
1368,21,1,3,0,7,0,0,0
1369,22,1,3,0,7,0,0,0
1370,21,1,3,0,7,0,1,0
1371,21,0,3,1,7,0,0,0
1372,22,1,1,1,7,0,0,0
1373,22,1,1,1,6,0,1,0
1374,21,1,5,1,7,0,0,1
1375,22,1,3,1,6,1,0,0
1376,21,1,2,1,6,0,0,0
1377,21,1,3,1,6,1,0,0
1378,21,1,3,0,7,0,1,0
1379,22,1,3,0,6,0,0,0
1380,21,1,1,0,7,0,0,1
1381,22,0,5,1,6,1,1,0
1382,21,1,2,1,7,0,0,0
1383,21,0,3,0,7,0,0,0
1384,21,1,1,1,6,0,1,0
1385,22,0,3,3,7,1,1,0
1386,21,0,2,1,6,1,0,0
1387,21,1,4,0,7,1,0,0
1388,21,1,2,1,8,0,0,1
1389,22,0,3,0,8,0,0,1
1390,22,0,3,1,8,0,0,1
1391,21,1,1,1,7,0,1,0
1392,21,1,3,1,6,0,0,0
1393,21,0,3,1,8,0,0,1
1394,22,1,4,0,8,1,0,1
1395,22,1,4,0,7,1,1,0
1396,22,1,3,2,8,0,0,1
1397,22,0,2,0,6,1,1,0
1398,21,1,3,2,6,0,0,1
1399,22,1,5,0,8,0,1,1
1400,22,1,6,1,7,0,0,0
1401,22,0,6,1,6,0,1,0
1402,22,1,3,3,8,0,0,1
1403,21,1,1,1,7,0,0,0
1404,22,1,4,0,6,1,0,0
1405,22,1,6,0,8,1,1,1
1406,22,1,6,0,7,0,1,0
1407,21,0,2,0,8,1,1,1
1408,22,1,3,1,6,0,0,0
1409,22,1,4,0,6,1,0,0
1410,21,1,2,2,6,0,0,1
1411,22,1,3,0,8,0,1,1
1412,22,1,6,0,6,0,0,0
1413,22,0,4,1,8,1,0,1
1414,21,1,6,2,7,1,1,0
1415,21,1,4,0,7,1,0,0
1416,21,1,3,0,6,0,1,0
1417,21,1,4,0,6,1,1,0
1418,22,1,3,0,7,0,1,0
1419,22,1,1,1,8,0,0,1
1420,21,1,3,2,8,0,0,1
1421,22,1,1,1,7,0,0,0
1422,22,1,2,1,8,0,0,1
1423,22,1,2,1,7,0,0,0
1424,21,1,1,0,8,0,1,1
1425,22,1,4,0,8,1,0,1
1426,21,1,2,0,7,0,1,0
1427,22,1,1,0,7,0,0,0
1428,22,0,1,3,6,0,0,1
1429,21,1,5,0,8,0,0,1
1430,21,0,1,2,7,0,0,1
1431,21,1,5,0,7,0,0,0
1432,21,1,5,0,6,0,0,0
1433,22,1,2,2,7,0,0,0
1434,22,1,3,1,8,1,0,1
1435,21,1,1,0,7,0,0,0
1436,22,1,2,0,6,0,0,0
1437,21,1,6,2,8,0,0,1
1438,21,1,3,1,6,0,0,0
1439,21,0,3,0,6,0,0,0
1440,21,1,3,0,7,0,1,0
1441,22,1,3,1,6,0,0,0
1442,22,0,2,1,6,1,0,0
1443,21,1,5,1,7,0,0,1
1444,28,0,2,3,8,1,0,1
1445,21,1,2,0,7,0,1,0
1446,22,1,3,0,7,0,1,0
1447,21,0,2,0,6,1,0,0
1448,22,0,1,0,8,0,0,1
1449,22,1,2,1,6,0,0,0
1450,21,1,5,0,8,0,0,1
1451,21,1,3,2,8,0,0,1
1452,22,1,2,0,8,0,1,1
1453,22,0,5,1,8,0,0,1
1454,22,0,2,0,6,1,0,0
1455,21,1,2,1,6,0,0,0
1456,22,1,1,0,6,0,0,0
1457,21,1,1,1,6,0,0,0
1458,21,1,2,0,7,0,0,0
1459,22,1,4,0,6,1,0,0
1460,22,1,2,1,8,0,0,1
1461,21,1,6,0,8,1,0,1
1462,22,1,2,1,8,0,0,1
1463,22,1,3,0,7,0,0,0
1464,22,1,4,1,7,1,1,0
1465,21,1,3,1,6,0,0,0
1466,22,1,3,2,8,0,0,1
1467,21,1,3,1,8,0,0,1
1468,21,1,5,0,6,0,0,0
1469,22,1,3,1,7,0,0,0
1470,21,1,3,0,7,0,0,0
1471,21,1,5,0,8,0,0,1
1472,21,1,4,0,7,1,0,0
1473,21,1,1,0,6,0,0,0
1474,22,0,3,0,7,0,0,0
1475,22,1,4,1,8,1,0,1
1476,22,1,2,3,6,0,0,1
1477,21,1,1,1,6,0,0,0
1478,22,1,1,0,7,0,0,0
1479,21,1,2,2,7,0,0,1
1480,22,1,5,0,6,0,0,0
1481,21,1,2,0,6,0,0,0
1482,22,1,1,1,6,0,0,0
1483,22,1,3,1,8,0,0,1
1484,22,0,6,1,8,0,1,1
1485,22,1,2,3,6,0,1,0
1486,21,1,3,0,6,0,0,0
1487,22,1,6,0,8,0,0,1
1488,22,1,1,1,6,0,0,0
1489,22,0,6,1,6,0,0,0
1490,21,1,3,0,8,0,0,1
1491,21,1,2,1,7,0,0,0
1492,22,1,3,1,8,1,0,1
1493,21,1,2,0,7,0,0,0
1494,21,1,5,0,8,0,0,1
1495,21,1,3,0,7,0,0,0
1496,21,1,5,2,8,0,1,1
1497,22,0,2,1,6,1,0,0
1498,21,0,2,1,7,1,0,0
1499,22,1,3,1,8,0,0,1
1500,24,1,2,1,8,0,0,1
1501,24,1,2,1,6,1,1,1
1502,22,1,3,1,6,0,0,1
1503,24,1,2,1,7,0,0,1
1504,24,1,2,1,7,0,0,1
1505,24,1,2,1,7,0,0,1
1506,24,0,3,1,6,0,0,1
1507,24,1,2,0,8,0,0,1
1508,20,0,5,1,7,0,1,0
1509,21,1,2,1,7,0,0,1
1510,23,1,1,0,7,0,0,0
1511,22,0,2,1,8,1,0,1
1512,23,1,2,1,7,0,0,1
1513,23,1,5,2,7,0,0,0
1514,22,0,2,2,7,1,1,1
1515,24,1,2,1,6,0,0,1
1516,22,1,3,2,7,0,0,0
1517,24,1,2,0,6,0,0,1
